subject;predicate;object;score;path
James Leon Holmes;/people/person/education./education/education/degree;Bachelor of Arts;5;James Leon Holmes>Susan Webber Wright>George H. W. Bush>Bachelor of Arts
Ernest C. Torres;/people/person/education./education/education/degree;Bachelor of Arts;5;Ernest C. Torres>Dartmouth College>Bachelor of Arts
Bruce A. Menge;/people/person/education./education/education/degree;Bachelor of Arts;5;Bruce A. Menge>Ocean ecology>Recreation>Bachelor of Arts
William Carl Burger;/people/person/education./education/education/degree;Bachelor of Arts;5;William Carl Burger>United States>Franklin D. Roosevelt>Bachelor of Arts
Paul B. Henry;/people/person/education./education/education/degree;Bachelor of Arts;5;Paul B. Henry>John B. Anderson>Bachelor of Arts
Chris Banks;/people/person/education./education/education/degree;Bachelor of Arts;3;Chris Banks>Chris Banks (poet)>Concordia University (Quebec)>Concordia University>Bachelor of Arts
Zita Leeson Weinshienk;/people/person/education./education/education/degree;Bachelor of Arts;5;Zita Leeson Weinshienk>List of federal judges appointed by Jimmy Carter>Richard Nixon>Bachelor of Arts
Henry Anthony Politz;/people/person/education./education/education/degree;Bachelor of Arts;5;Henry Anthony Politz>Charles Clark (judge)>Richard Nixon>Bachelor of Arts
A. Richard Caputo;/people/person/education./education/education/degree;Bachelor of Arts;5;A. Richard Caputo>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Robert Everett Coyle;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Everett Coyle>Ronald Reagan>Bachelor of Arts
Ricardo Macías Picavea;/people/person/education./education/education/degree;Bachelor of Arts;5;Ricardo Macías Picavea>Spain>George H. W. Bush>Bachelor of Arts
Mary Lazich;/people/person/education./education/education/degree;Bachelor of Arts;5;Mary Lazich>United States>Franklin D. Roosevelt>Bachelor of Arts
Barry Ted Moskowitz;/people/person/education./education/education/degree;Bachelor of Arts;5;Barry Ted Moskowitz>Irma Elsa Gonzalez>George H. W. Bush>Bachelor of Arts
Theodore de Laguna;/people/person/education./education/education/degree;Bachelor of Arts;5;Theodore de Laguna>American philosopher>Benjamin Franklin>Bachelor of Arts
Frank Gordon Theis;/people/person/education./education/education/degree;Bachelor of Arts;5;Frank Gordon Theis>Lyndon B. Johnson>Bachelor of Arts
Rob Ryan (entrepreneur);/people/person/education./education/education/degree;Bachelor of Arts;1;Rob Ryan (entrepreneur)>Chief Executive Officer>Management>Bachelor of Arts
Justin Colfax Morgan;/people/person/education./education/education/degree;Bachelor of Arts;5;Justin C. Morgan>New York (state)>DeWitt Clinton>Bachelor of Arts
Donald Akenson;/people/person/education./education/education/degree;Bachelor of Arts;5;Donald Akenson>Marshall McLuhan>Bachelor of Arts
William P. Egan;/people/person/education./education/education/degree;Bachelor of Arts;5;William P. Egan>venture capital>London School of Economics>Bachelor of Arts
Robert W. Warren;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert W. Warren>Richard Nixon>Bachelor of Arts
John Virgil Singleton, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;John Virgil Singleton Jr.>Lyndon B. Johnson>Bachelor of Arts
Roy Mahlon Shelbourne;/people/person/education./education/education/degree;Bachelor of Arts;5;Roy Mahlon Shelbourne>LL.B.>Richard Nixon>Bachelor of Arts
George Weston Anderson;/people/person/education./education/education/degree;Bachelor of Arts;5;George Weston Anderson>The New York Times>Lyndon B. Johnson>Bachelor of Arts
Robert Z. Aliber;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Z. Aliber>International economics>Milton Friedman>Bachelor of Arts
Thomas Blake Kennedy;/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas Blake Kennedy>Warren G. Harding>Bachelor of Arts
Fred DuVal;/people/person/education./education/education/degree;Bachelor of Arts;5;Fred DuVal>New Jersey>Ralph Nader>Bachelor of Arts
Eldon E. Fallon;/people/person/education./education/education/degree;Bachelor of Arts;5;Eldon E. Fallon>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Robert C. Brack;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert C. Brack>Lynwood, California>Loretta Sanchez>Bachelor of Arts
Robin Hugh Farquhar;/people/person/education./education/education/degree;Bachelor of Arts;1;Robin Hugh Farquhar>University of British Columbia>Concordia University>Bachelor of Arts
Theodore McKee;/people/person/education./education/education/degree;Bachelor of Arts;5;Theodore McKee>Anthony Joseph Scirica>Ronald Reagan>Bachelor of Arts
Joseph Jewell;/people/person/education./education/education/degree;Bachelor of Arts;3;Joseph Jewell>African American Studies>Social science>Bachelor of Arts
George Clifton Edwards, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;George Clifton Edwards Jr.>Lyndon B. Johnson>Bachelor of Arts
Howard David Hermansdorfer;/people/person/education./education/education/degree;Bachelor of Arts;5;Howard David Hermansdorfer>Richard Nixon>Bachelor of Arts
Ron Clark (judge);/people/person/education./education/education/degree;Bachelor of Arts;5;Ron Clark (judge)>Howell Cobb (judge)>Ronald Reagan>Bachelor of Arts
Lee Parsons Gagliardi;/people/person/education./education/education/degree;Bachelor of Arts;5;Lee Parsons Gagliardi>Richard Nixon>Bachelor of Arts
Myron L. Gordon;/people/person/education./education/education/degree;Bachelor of Arts;5;Myron L. Gordon>Lyndon B. Johnson>Bachelor of Arts
Rita Schiano;/people/person/education./education/education/degree;Bachelor of Arts;5;Rita Schiano>Miami University>Liberal arts education>Bachelor of Arts
Michael A. Cardozo;/people/person/education./education/education/degree;Bachelor of Arts;3;Michael A. Cardozo>New York City>Benjamin Franklin>Bachelor of Arts
Robert Michael Dow Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Michael Dow Jr.>Wisconsin>Ronald Reagan>Bachelor of Arts
Thomas J. Josefiak;/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas J. Josefiak>George H. W. Bush>Bachelor of Arts
Marvin Katz;/people/person/education./education/education/degree;Bachelor of Arts;5;Marvin Katz>Ronald Reagan>Bachelor of Arts
Thomas Middleton Raysor;/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas Middleton Raysor>University of Chicago>Milton Friedman>Bachelor of Arts
Oliver Gasch;/people/person/education./education/education/degree;Bachelor of Arts;3;Oliver Gasch>Lyndon B. Johnson>Bachelor of Arts
Daniel Anthony Manion;/people/person/education./education/education/degree;Bachelor of Arts;5;Daniel Anthony Manion>Donald Rumsfeld>Bachelor of Arts
Laurier LaPierre;/people/person/education./education/education/degree;Bachelor of Arts;5;Laurier LaPierre>Senate of Canada>Brian Mulroney>Bachelor of Arts
David S. Evans;/people/person/education./education/education/degree;Bachelor of Arts;1;David S. Evans>intellectual property>Lawrence Lessig>Bachelor of Arts
Charles L. Grant;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles L. Grant>Stephen King>Bachelor of Arts
Caroline Bynum;/people/person/education./education/education/degree;Bachelor of Arts;5;Caroline Walker Bynum>Atlanta>Martin Luther King Jr.>Bachelor of Arts
Lucius C. Clark;/people/person/education./education/education/degree;Bachelor of Arts;5;Lucius C. Clark>Washington, D.C.>Richard Nixon>Bachelor of Arts
Tim Stevenson;/people/person/education./education/education/degree;Bachelor of Arts;3;Tim Stevenson>politician>Management>Bachelor of Arts
Ian MacPherson (historian);/people/person/education./education/education/degree;Bachelor of Arts;5;Ian MacPherson (historian)>University of Windsor>Alistair MacLeod>Bachelor of Arts
William Cook Hanson;/people/person/education./education/education/degree;Bachelor of Arts;5;William Cook Hanson>Byron White>Bachelor of Arts
Wallace Stegner;/people/person/education./education/education/degree;Bachelor of Arts;1;Wallace Stegner>Sandra Day O'Connor>Bachelor of Arts
Mark Steven Davis;/people/person/education./education/education/degree;Bachelor of Arts;5;Mark Steven Davis>T. S. Ellis III>Ronald Reagan>Bachelor of Arts
Ortrie D. Smith;/people/person/education./education/education/degree;Bachelor of Arts;5;Ortrie D. Smith>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Murdoch MacKay;/people/person/education./education/education/degree;Bachelor of Arts;5;Murdoch MacKay>politician>Management>Bachelor of Arts
Dennis Crowley;/people/person/education./education/education/degree;Bachelor of Arts;5;Dennis Crowley>New York University>Allen Ginsberg>Bachelor of Arts
David Dudley Dowd, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;David Dudley Dowd Jr.>Ronald Reagan>Bachelor of Arts
William Odis Bertelsman;/people/person/education./education/education/degree;Bachelor of Arts;5;William Odis Bertelsman>Eugene Edward Siler Jr.>George H. W. Bush>Bachelor of Arts
Kenneth L. Marcus;/people/person/education./education/education/degree;Bachelor of Arts;5;Kenneth L. Marcus>Barnard College>Bachelor of Arts
Stephen Six;/people/person/education./education/education/degree;Bachelor of Arts;5;Stephen Six>Kathleen Sebelius>Tom Daschle>Bachelor of Arts
Todd Rosenthal;/people/person/education./education/education/degree;Bachelor of Arts;5;Todd Rosenthal>United States>Franklin D. Roosevelt>Bachelor of Arts
Charles Robin Britt;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Robin Britt>Ronald Reagan>Bachelor of Arts
David D. Burns;/people/person/education./education/education/degree;Bachelor of Arts;5;David D. Burns>Stanford University School of Medicine>Warren G. Harding>Bachelor of Arts
Stan Allen;/people/person/education./education/education/degree;Bachelor of Arts;5;Stan Allen>The New York Times>Lyndon B. Johnson>Bachelor of Arts
James Joseph Brady;/people/person/education./education/education/degree;Bachelor of Arts;5;James Joseph Brady>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
John Hanson (director);/people/person/education./education/education/degree;Bachelor of Arts;5;John Hanson (director)>United States>Franklin D. Roosevelt>Bachelor of Arts
Emily Kendal Frey;/people/person/education./education/education/degree;Bachelor of Arts;5;Emily Kendal Frey>American poet>E. E. Cummings>Bachelor of Arts
John Clyde Bowen;/people/person/education./education/education/degree;Bachelor of Arts;5;John Clyde Bowen>Franklin D. Roosevelt>Bachelor of Arts
Philip S. Gutierrez;/people/person/education./education/education/degree;Bachelor of Arts;5;Philip S. Gutierrez>California>Arnold Schwarzenegger>Bachelor of Arts
Eric J. Nestler;/people/person/education./education/education/degree;Bachelor of Arts;5;Eric J. Nestler>Mount Sinai Hospital, New York>Franklin D. Roosevelt>Bachelor of Arts
Warren Cariou;/people/person/education./education/education/degree;Bachelor of Arts;5;Warren Cariou>University of Saskatchewan>John Diefenbaker>Bachelor of Arts
Barron Patterson McCune;/people/person/education./education/education/degree;Bachelor of Arts;5;Barron Patterson McCune>Richard Nixon>Bachelor of Arts
Robert E. Kennedy (University president);/people/person/education./education/education/degree;Bachelor of Arts;5;Robert E. Kennedy (university president)>Ronald Reagan>Bachelor of Arts
John Joseph McNaught;/people/person/education./education/education/degree;Bachelor of Arts;5;John Joseph McNaught>List of federal judges appointed by Jimmy Carter>Richard Nixon>Bachelor of Arts
Tom Stewart Lee;/people/person/education./education/education/degree;Bachelor of Arts;5;Tom Stewart Lee>Ronald Reagan>Bachelor of Arts
Fred Diamond;/people/person/education./education/education/degree;Bachelor of Arts;5;Fred Diamond>King's College London>London School of Economics>Bachelor of Arts
Robert E. Payne;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert E. Payne>George H. W. Bush>Bachelor of Arts
Joseph Peter Stadtmueller;/people/person/education./education/education/degree;Bachelor of Arts;5;Joseph Peter Stadtmueller>Ronald Reagan>Bachelor of Arts
Chris Doyle;/people/person/education./education/education/degree;Bachelor of Arts;5;Chris Doyle>Christopher Doyle>Jim Jarmusch>Bachelor of Arts
David Eidelberg;/people/person/education./education/education/degree;Bachelor of Arts;5;David Eidelberg>United States>Franklin D. Roosevelt>Bachelor of Arts
Bruce R. McConkie;/people/person/education./education/education/degree;Bachelor of Arts;5;Bruce R. McConkie>Michigan>Ronald Reagan>Bachelor of Arts
Thomas McKevitt;/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas McKevitt>Republican Party (United States)>Theodore Roosevelt>Bachelor of Arts
Jack Hirschman;/people/person/education./education/education/degree;Bachelor of Arts;5;Jack Hirschman>Dartmouth College>Bachelor of Arts
Barry Campbell;/people/person/education./education/education/degree;Bachelor of Arts;5;Barry Campbell>Barbara McDougall>Brian Mulroney>Bachelor of Arts
Swami Chidananda Saraswati;/people/person/education./education/education/degree;Bachelor of Arts;5;Chidananda Saraswati>Loyola College, Chennai>London School of Economics>Bachelor of Arts
Donna Cox;/people/person/education./education/education/degree;Bachelor of Arts;5;Donna Cox>artist>Dance>Bachelor of Arts
Alfred M. Wolin;/people/person/education./education/education/degree;Bachelor of Arts;5;Alfred M. Wolin>Ronald Reagan>Bachelor of Arts
Elizabeth Virginia Hallanan;/people/person/education./education/education/degree;Bachelor of Arts;5;Elizabeth Virginia Hallanan>Ronald Reagan>Bachelor of Arts
Stephen W. Preston;/people/person/education./education/education/degree;Bachelor of Arts;5;Stephen W. Preston>General Counsel of the Department of Defense>Lyndon B. Johnson>Bachelor of Arts
Jimmie V. Reyna;/people/person/education./education/education/degree;Bachelor of Arts;5;Jimmie V. Reyna>Haldane Robert Mayer>Ronald Reagan>Bachelor of Arts
Donald Emil Ziegler;/people/person/education./education/education/degree;Bachelor of Arts;5;Donald Emil Ziegler>D. Brooks Smith>Ronald Reagan>Bachelor of Arts
Armistead Mason Dobie;/people/person/education./education/education/degree;Bachelor of Arts;5;Armistead Mason Dobie>Franklin D. Roosevelt>Bachelor of Arts
Sven Erik Holmes;/people/person/education./education/education/degree;Bachelor of Arts;5;Sven Erik Holmes>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Wendell Alverson Miles;/people/person/education./education/education/degree;Bachelor of Arts;5;Wendell Alverson Miles>Richard Nixon>Bachelor of Arts
Bernard Roizman;/people/person/education./education/education/degree;Bachelor of Arts;5;Bernard Roizman>United States>Franklin D. Roosevelt>Bachelor of Arts
Ian Bremmer;/people/person/education./education/education/degree;Bachelor of Arts;5;Ian Bremmer>Baltimore>John Quincy Adams>Bachelor of Arts
Stephen P. Friot;/people/person/education./education/education/degree;Bachelor of Arts;5;Stephen P. Friot>Wayne Edward Alley>Ronald Reagan>Bachelor of Arts
William Docker Browning;/people/person/education./education/education/degree;Bachelor of Arts;1;William Docker Browning>Ronald Reagan>Bachelor of Arts
Steve Paikin;/people/person/education./education/education/degree;Bachelor of Arts;5;Steve Paikin>University of Toronto>Marshall McLuhan>Bachelor of Arts
William Dawson LeSueur;/people/person/education./education/education/degree;Bachelor of Arts;5;William Dawson LeSueur>Quebec City>Franklin D. Roosevelt>Bachelor of Arts
Colin Diver;/people/person/education./education/education/degree;Bachelor of Arts;5;Colin Diver>Portland, Oregon>Elliott Smith>Bachelor of Arts
Sherrill Halbert;/people/person/education./education/education/degree;Bachelor of Arts;5;Sherrill Halbert>University of California, Berkeley>J. Robert Oppenheimer>Bachelor of Arts
Mildred Thompson;/people/person/education./education/education/degree;Bachelor of Arts;5;Mildred Thompson>Atlanta>Martin Luther King Jr.>Bachelor of Arts
Gary Clayton Anderson;/people/person/education./education/education/degree;Bachelor of Arts;3;Gary Clayton Anderson>Professor>Psychologist>Bachelor of Arts
David G. Epstein;/people/person/education./education/education/degree;Bachelor of Arts;5;David G. Epstein>University of Texas>Lyndon B. Johnson>Bachelor of Arts
Frederick George Hamley;/people/person/education./education/education/degree;Bachelor of Arts;5;Frederick George Hamley>University of Washington>Dale Chihuly>Bachelor of Arts
James E. Smith (Bible scholar);/people/person/education./education/education/degree;Bachelor of Arts;5;James E. Smith (biblical scholar)>Boy Scouts of America>Theodore Roosevelt>Bachelor of Arts
David Folsom;/people/person/education./education/education/degree;Bachelor of Arts;5;David Folsom>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Hubert Irving Teitelbaum;/people/person/education./education/education/degree;Bachelor of Arts;5;Hubert Irving Teitelbaum>Richard Nixon>Bachelor of Arts
Koç family;/people/person/education./education/education/degree;Bachelor of Arts;1;Koç family>George Washington University>John Quincy Adams>Bachelor of Arts
Julian Jacobs;/people/person/education./education/education/degree;Bachelor of Arts;5;Julian Jacobs>Ronald Reagan>Bachelor of Arts
Karim Sadjadpour;/people/person/education./education/education/degree;Bachelor of Arts;5;Karim Sadjadpour>World Economic Forum>F. W. de Klerk>Bachelor of Arts
Lawrence Walsh;/people/person/education./education/education/degree;Bachelor of Arts;5;Lawrence Walsh>George H. W. Bush>Bachelor of Arts
William Lloyd Standish;/people/person/education./education/education/degree;Bachelor of Arts;5;William Lloyd Standish>Ronald Reagan>Bachelor of Arts
Kęstutis Nakas;/people/person/education./education/education/degree;Bachelor of Arts;5;Kęstutis Nakas>The New York Times>Lyndon B. Johnson>Bachelor of Arts
Jerry Birdwell;/people/person/education./education/education/degree;Bachelor of Arts;5;Jerry Birdwell>South Lake Tahoe, California>Arnold Schwarzenegger>Bachelor of Arts
Charles Allen Moye Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Allen Moye Jr.>Richard Nixon>Bachelor of Arts
Bibb Latané;/people/person/education./education/education/degree;Bachelor of Arts;5;Bibb Latané>AAAS Prize for Behavioral Science Research>Margaret Mead>Bachelor of Arts
Barrik Van Winkle;/people/person/education./education/education/degree;Bachelor of Arts;5;Barrik Van Winkle>linguistic anthropology>Edward Sapir>Bachelor of Arts
Jim Corcoran;/people/person/education./education/education/degree;Bachelor of Arts;5;Jim Corcoran>Quebec>Fine art>Bachelor of Arts
Robert Dixon Herman;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Dixon Herman>Richard Nixon>Bachelor of Arts
Paul L. Friedman;/people/person/education./education/education/degree;Bachelor of Arts;5;Paul L. Friedman>Ronald Reagan>Bachelor of Arts
Robert T. Dawson;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert T. Dawson>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Karen J. Williams;/people/person/education./education/education/degree;Bachelor of Arts;5;Karen J. Williams>George H. W. Bush>Bachelor of Arts
Michael Skube;/people/person/education./education/education/degree;Bachelor of Arts;5;Michael Skube>Elon University>Lyndon B. Johnson>Bachelor of Arts
Frank Joseph Coleman;/people/person/education./education/education/degree;Bachelor of Arts;5;Frank Joseph Coleman>New York, New York>Benjamin Franklin>Bachelor of Arts
Martin Kylhammar;/people/person/education./education/education/degree;Bachelor of Arts;5;Martin Kylhammar>Sweden>Olof Palme>Bachelor of Arts
Robert Peter Aguilar;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Peter Aguilar>List of federal judges appointed by Jimmy Carter>Richard Nixon>Bachelor of Arts
Bradley A. Smith;/people/person/education./education/education/degree;Bachelor of Arts;5;Bradley Smith (law professor)>Republican Party (United States)>Theodore Roosevelt>Bachelor of Arts
Joseph James Farnan, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Joseph James Farnan Jr.>Ronald Reagan>Bachelor of Arts
Thomas A. Scully;/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas A. Scully>George H. W. Bush>Bachelor of Arts
Robert Dale Morgan;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Dale Morgan>Lyndon B. Johnson>Bachelor of Arts
James Knoll Gardner;/people/person/education./education/education/degree;Bachelor of Arts;5;James Knoll Gardner>Jan E. DuBois>Ronald Reagan>Bachelor of Arts
Dorothy Canfield Fisher;/people/person/education./education/education/degree;Bachelor of Arts;5;Dorothy Canfield Fisher>Dartmouth College>Bachelor of Arts
Matthew T. Dickerson;/people/person/education./education/education/degree;Bachelor of Arts;5;Matthew T. Dickerson>Dartmouth College>Bachelor of Arts
John O. Colvin;/people/person/education./education/education/degree;Bachelor of Arts;5;John O. Colvin>Ronald Reagan>Bachelor of Arts
Abraham Benjamin Conger;/people/person/education./education/education/degree;Bachelor of Arts;5;Abraham Benjamin Conger>Mercer University>Bob Dole>Bachelor of Arts
Carl J. Artman;/people/person/education./education/education/degree;Bachelor of Arts;5;Carl J. Artman>George W. Bush>George H. W. Bush>Bachelor of Arts
William T. McCarthy;/people/person/education./education/education/degree;Bachelor of Arts;5;William T. McCarthy>List of federal judges appointed by Harry S. Truman>Franklin D. Roosevelt>Bachelor of Arts
Jeannie Suk;/people/person/education./education/education/degree;Bachelor of Arts;5;Jeannie Suk>United States>Franklin D. Roosevelt>Bachelor of Arts
Rockland Osgood;/people/person/education./education/education/degree;Bachelor of Arts;5;Rockland Osgood>Montgomery, Alabama>Martin Luther King Jr.>Bachelor of Arts
Arthur Sweatman;/people/person/education./education/education/degree;Bachelor of Arts;5;Arthur Sweatman>London>London School of Economics>Bachelor of Arts
James W. Holzapfel;/people/person/education./education/education/degree;Bachelor of Arts;1;James W. Holzapfel>Republican Party (United States)>Theodore Roosevelt>Bachelor of Arts
Debra Bloomfield;/people/person/education./education/education/degree;Bachelor of Arts;1;Debra Bloomfield>California>Arnold Schwarzenegger>Bachelor of Arts
Louise Charron;/people/person/education./education/education/degree;Bachelor of Arts;5;Louise Charron>Paul Martin>Concordia University>Bachelor of Arts
James Howard Jarvis II;/people/person/education./education/education/degree;Bachelor of Arts;5;James Howard Jarvis II>Ronald Reagan>Bachelor of Arts
Donald C. Clarke;/people/person/education./education/education/degree;Bachelor of Arts;5;Donald C. Clarke>The George Washington University Law School>Thurgood Marshall>Bachelor of Arts
Victor Davis Hanson;/people/person/education./education/education/degree;Bachelor of Arts;5;Victor Davis Hanson>Donald Rumsfeld>Bachelor of Arts
Mary Little Cooper;/people/person/education./education/education/degree;Bachelor of Arts;5;Mary Little Cooper>George H. W. Bush>Bachelor of Arts
John F. Hall;/people/person/education./education/education/degree;Bachelor of Arts;5;John F. Hall>Brigham Young University>Ralph Vaughan Williams>Bachelor of Arts
James A. Beaty, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;James A. Beaty Jr.>George H. W. Bush>Bachelor of Arts
Charles A. Pannell, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles A. Pannell Jr.>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Ralph R. Beistline;/people/person/education./education/education/degree;Bachelor of Arts;5;Ralph R. Beistline>John W. Sedwick>Dartmouth College>Bachelor of Arts
Leora Auslander;/people/person/education./education/education/degree;Bachelor of Arts;5;Leora Auslander>University of Chicago>Milton Friedman>Bachelor of Arts
Earl Leroy Yeakel III;/people/person/education./education/education/degree;Bachelor of Arts;5;Earl Leroy Yeakel III>James Robertson Nowlin>Ronald Reagan>Bachelor of Arts
Linda Gregerson;/people/person/education./education/education/degree;Bachelor of Arts;5;Linda Gregerson>United States>Franklin D. Roosevelt>Bachelor of Arts
Ashbel Green Gulliver;/people/person/education./education/education/degree;Bachelor of Arts;5;Ashbel Green Gulliver>The New York Times>Lyndon B. Johnson>Bachelor of Arts
Wayne R. Andersen;/people/person/education./education/education/degree;Bachelor of Arts;5;Wayne R. Andersen>George H. W. Bush>Bachelor of Arts
Ursula Bellugi;/people/person/education./education/education/degree;Bachelor of Arts;5;Ursula Bellugi>University of California, San Diego>Bachelor of Arts
James Kwak;/people/person/education./education/education/degree;Bachelor of Arts;5;James Kwak>blog>Dave Winer>Bachelor of Arts
Patrick Michael Duffy;/people/person/education./education/education/degree;Bachelor of Arts;5;Patrick Michael Duffy>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Patrick R. Hugg;/people/person/education./education/education/degree;Bachelor of Arts;5;Patrick R. Hugg>Loyola University New Orleans>Social science>Bachelor of Arts
Harry Lindley Hupp;/people/person/education./education/education/degree;Bachelor of Arts;5;Harry Lindley Hupp>Ronald Reagan>Bachelor of Arts
Paul R. Verkuil;/people/person/education./education/education/degree;Bachelor of Arts;5;Paul R. Verkuil>Staten Island, New York>Benjamin Franklin>Bachelor of Arts
Philip Neville (judge);/people/person/education./education/education/degree;Bachelor of Arts;5;Philip Neville>Lyndon B. Johnson>Bachelor of Arts
Lawrence Corey;/people/person/education./education/education/degree;Bachelor of Arts;5;Lawrence Corey>University of Washington>Dale Chihuly>Bachelor of Arts
Julian Abele Cook Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Julian Abele Cook Jr.>Anna Diggs Taylor>Barnard College>Bachelor of Arts
John Stigall;/people/person/education./education/education/degree;Bachelor of Arts;5;John Stigall>Jean-Paul Sartre>Bachelor of Arts
Lawrence Butler;/people/person/education./education/education/degree;Bachelor of Arts;5;Lawrence Butler>Bowdoin College>Dartmouth College>Bachelor of Arts
William H. Walls;/people/person/education./education/education/degree;Bachelor of Arts;5;William H. Walls>Dartmouth College>Bachelor of Arts
Herman Jacob Weber;/people/person/education./education/education/degree;Bachelor of Arts;5;Herman Jacob Weber>Ronald Reagan>Bachelor of Arts
Alfred Alexander Woodhull;/people/person/education./education/education/degree;Bachelor of Arts;5;Alfred Alexander Woodhull>United States>Franklin D. Roosevelt>Bachelor of Arts
Anthony Mancini;/people/person/education./education/education/degree;Bachelor of Arts;5;Anthony Mancini>Roman Catholic>Ronald Reagan>Bachelor of Arts
Andrew Kirkpatrick (United States federal judge);/people/person/education./education/education/degree;Bachelor of Arts;5;Andrew Kirkpatrick (judge)>Washington, D.C.>Richard Nixon>Bachelor of Arts
Mark N. Wegman;/people/person/education./education/education/degree;Bachelor of Arts;5;Mark N. Wegman>New York University>Allen Ginsberg>Bachelor of Arts
William Calvin Chesnut;/people/person/education./education/education/degree;Bachelor of Arts;5;William Calvin Chesnut>Baltimore, Maryland>John Quincy Adams>Bachelor of Arts
Swami Swahananda;/people/person/education./education/education/degree;Bachelor of Arts;5;Swami Swahananda>Bangladesh>Earl Warren>Bachelor of Arts
James Robert Inch;/people/person/education./education/education/degree;Bachelor of Arts;5;James Robert Inch>Canada>Brian Mulroney>Bachelor of Arts
Roy Laverne Stephenson;/people/person/education./education/education/degree;Bachelor of Arts;5;Roy Laverne Stephenson>Richard Nixon>Bachelor of Arts
John W. Hanes, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;John Wesley Hanes III>John Foster Dulles>Bachelor of Arts
Emmanuel Berchmans Devlin;/people/person/education./education/education/degree;Bachelor of Arts;5;Emmanuel Berchmans Devlin>Wilfrid Laurier>John Diefenbaker>Bachelor of Arts
John D. Mayer;/people/person/education./education/education/degree;Bachelor of Arts;5;John D. Mayer>Psychologist>Bachelor of Arts
James Hunter III;/people/person/education./education/education/degree;Bachelor of Arts;5;James Hunter III>Richard Nixon>Bachelor of Arts
John Z. Lee;/people/person/education./education/education/degree;Bachelor of Arts;5;John Z. Lee>Germany>Ronald Reagan>Bachelor of Arts
Christopher C. Conner;/people/person/education./education/education/degree;Bachelor of Arts;5;Christopher C. Conner>Pennsylvania>Benjamin Franklin>Bachelor of Arts
Frank C. Damrell Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Frank C. Damrell Jr.>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Elisha Avery Crary;/people/person/education./education/education/degree;Bachelor of Arts;5;Elisha Avery Crary>University of Southern California>Richard Nixon>Bachelor of Arts
Richard Allen Epstein;/people/person/education./education/education/degree;Bachelor of Arts;-1;Richard Epstein>Gary Becker>Bachelor of Arts
James August Comiskey;/people/person/education./education/education/degree;Bachelor of Arts;5;James August Comiskey>Lyndon B. Johnson>Bachelor of Arts
Eric Owen Moss;/people/person/education./education/education/degree;Bachelor of Arts;5;Eric Owen Moss>UCLA>Kareem Abdul-Jabbar>Bachelor of Arts
Lewis.Tsurumaki.Lewis (LTL Architects);/people/person/education./education/education/degree;Bachelor of Arts;1;Lewis.Tsurumaki.Lewis (LTL Architects)>New York City>Benjamin Franklin>Bachelor of Arts
John C. Lifland;/people/person/education./education/education/degree;Bachelor of Arts;5;John C. Lifland>Ronald Reagan>Bachelor of Arts
Thomas Godden;/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas Godden>London>London School of Economics>Bachelor of Arts
Pierce Lively;/people/person/education./education/education/degree;Bachelor of Arts;5;Pierce Lively>Richard Nixon>Bachelor of Arts
